price_per_meter,latitude,longitude
66892.0,55.71164,37.64531
254960.0,55.85266,37.64535
487249.0,55.64447,37.38327
222222.0,55.88515,37.39564
1000000.0,55.74034,37.61731
138550.0,55.84999,37.68324
209945.0,55.86787,37.52694
298013.0,55.79269,37.49767
396178.0,55.73658,37.74435
476190.0,55.65462,37.59147
200000.0,55.78455,37.52876
173913.0,55.57302,37.57008
193370.0,55.8076,37.82614
185232.0,55.75711,37.56979
231000.0,55.71482,37.75003
183951.0,55.8325,37.47036
130000.0,55.889,37.55844
133333.0,55.6779,37.65765
126712.0,55.74064,37.53827
605638.0,55.71119,37.43374
146819.0,55.82821,37.66444
232285.0,55.86479,37.61537
967775.0,55.72567,37.64546
490324.0,55.68717,37.6405
32448.0,55.66684,37.62768
75221.0,55.81539,37.56928
749181.0,55.79854,37.59869
269542.0,55.79022,37.48301
571494.0,55.84731,37.629
375000.0,55.70491,37.49746
240913.0,55.73111,37.45267
83916.0,55.74993,37.7142
170648.0,55.73605,37.66133
229690.0,55.51985,37.57278
20745.0,55.74346,37.39556
443352.0,55.7298,37.44267
354651.0,55.77874,37.58212
386978.0,55.69894,37.56317
810811.0,55.83302,37.48237
125000.0,55.73538,37.82655
454437.0,55.64581,37.38081
177778.0,55.72209,37.56777
420000.0,55.75112,37.64872
216000.0,55.69454,37.75921
1350000.0,55.77079,37.59549
313597.0,55.80555,37.48345
546822.0,55.75874,37.64043
91935.0,55.75452,37.77754
461538.0,55.73986,37.67464
377707.0,55.73682,37.74392
341570.0,55.79939,37.76447
240000.0,55.73347,37.68206
815094.0,55.80674,37.63755
113553.0,55.75033,37.59348
393939.0,55.77976,37.53523
196000.0,55.77283,37.59817
524148.0,55.64447,37.38327
763070.0,55.79781,37.59998
438374.0,55.70417,37.61461
294643.0,55.59712,37.5844
287676.0,55.80674,37.63755
586500.0,55.66347,37.53837
799087.0,55.74669,37.65723
450000.0,55.72618,37.86271
146974.0,55.72393,37.67013
580000.0,55.79862,37.4959
593793.0,55.67953,37.66747
395640.0,55.77499,37.60726
543860.0,55.76796,37.58875
378583.0,55.64896,37.71345
132939.0,55.78814,37.57749
231065.0,55.64368,37.33831
229000.0,55.86382,37.37562
175249.0,55.64486,37.54241
164835.0,55.99328,37.21275
390173.0,55.84738,37.48972
455285.0,55.76437,37.59686
275424.0,55.54181,37.5212
213371.0,55.71286,37.76481
59358.0,55.77813,37.48204
251515.0,55.84619,37.58115
110000.0,55.79873,37.55434
400000.0,55.78343,37.49979
304300.0,55.81464,37.75737
392308.0,55.80895,37.638
177586.0,55.80398,37.64558
550000.0,55.79748,37.4951
158602.0,55.76606,37.58832
536290.0,55.74123,37.58207
405938.0,55.75867,37.56958
339703.0,55.79419,37.65279
302752.0,55.79939,37.76447
75601.0,55.739,37.64388
87804.0,55.67247,37.74583
211679.0,55.75906,37.80623
350000.0,55.70883,37.62815
752477.0,55.69408,37.4641
175620.0,55.74703,37.40895
162588.0,55.77604,37.69397
441600.0,55.68906,37.6558
148515.0,55.77862,37.58943
390000.0,55.78245,37.50982
101313.0,55.85578,37.58588
389130.0,55.56733,37.58824
148148.0,55.50252,37.58504
174757.0,55.77654,37.63556
209797.0,55.76809,37.62905
653333.0,55.6529,37.47303
343466.0,55.85018,37.62244
262000.0,55.73619,37.69441
752788.0,55.80495,37.51234
123318.0,55.65256,37.73365
211193.0,55.7989,37.51785
1019462.0,55.69816,37.64037
89564.0,55.79375,37.81637
336453.0,55.77664,37.69454
494505.0,55.78521,37.63453
300000.0,55.6367,37.75071
107182.0,55.88385,37.39014
172131.0,55.67659,37.69238
139686.0,55.81323,37.46148
304414.0,55.78542,37.47989
285106.0,55.87565,37.60214
752688.0,55.73807,37.56445
665343.0,55.65404,37.62438
450000.0,55.77366,37.47434
258964.0,55.79098,37.63418
280000.0,55.77277,37.70107
128808.0,55.68254,37.84578
300249.0,55.71331,37.87833
42471.0,55.75229,37.50142
487730.0,55.78635,37.58644
336600.0,55.51829,37.57272
440367.0,55.77689,37.53394
162630.0,55.66155,37.52679
198758.0,55.7315,37.62378
257815.0,55.71324,37.66296
112782.0,55.7345,37.63889
160000.0,55.57586,37.67391
270694.0,55.82197,37.4386
113553.0,55.75033,37.59348
363489.0,55.67498,37.53886
185891.0,55.96569,37.15066
490196.0,55.777,37.57714
625035.0,55.79219,37.50876
348333.0,55.7858,37.52246
429896.0,55.69759,37.63771
1232143.0,55.74008,37.59334
247200.0,55.86382,37.37562
488014.0,55.81124,37.59553
135417.0,55.75016,37.71626
250000.0,55.76947,37.64773
397961.0,55.79431,37.61149
287356.0,55.90075,37.39593
367521.0,55.71789,37.42963
3857143.0,55.68601,37.57583
136250.0,55.85058,37.68417
958904.0,55.66406,37.53872
563380.0,55.74374,37.40166
430528.0,55.7627,37.66121
168254.0,55.73465,37.58919
321637.0,55.81464,37.64043
716275.0,55.75241,37.64039
159794.0,55.80037,37.78839
296474.0,55.61603,37.60024
422050.0,55.69759,37.63771
423896.0,55.69759,37.63771
412972.0,55.69759,37.63771
170000.0,55.69186,37.62357
166667.0,55.75636,37.52248
434660.0,55.81576,37.74859
350000.0,55.89904,37.62565
489901.0,55.76893,37.68016
304000.0,55.71155,37.93332
1500000.0,55.74876,37.58951
196650.0,55.69401,37.75715
376000.0,55.74167,37.41942
628008.0,55.79503,37.50375
258242.0,55.76823,37.5867
288235.0,55.81629,37.64072
405000.0,55.77911,37.6997
499339.0,55.85997,37.54909
110000.0,55.5325,37.53586
359375.0,55.83189,37.34971
617671.0,55.79263,37.50645
25000.0,55.99699,37.1897
135330.0,55.85058,37.68417
395371.0,55.58248,37.58035
240220.0,55.72882,37.40945
233333.0,55.75344,37.54012
133835.0,55.84999,37.68324
738095.0,55.72614,37.60819
700319.0,55.65624,37.53036
184460.0,55.69651,37.7522
198182.0,55.98623,37.16275
476377.0,55.65027,37.63533
498528.0,55.64581,37.38081
122449.0,55.852,37.38949
609677.0,55.66136,37.41852
475650.0,55.72597,37.652
122249.0,55.78319,37.71014
357724.0,55.76447,37.78597
270525.0,55.6059,37.71814
215934.0,55.72917,37.40726
625492.0,55.79219,37.50876
606375.0,55.78182,37.50664
200000.0,55.78257,37.53194
612566.0,55.79171,37.50556
279570.0,55.74294,37.86047
248461.0,55.72495,37.74174
346528.0,55.73854,37.48586
150830.0,55.77023,37.63036
1508296.0,55.72257,37.57036
210280.0,55.67865,37.65668
195455.0,55.73539,37.52212
125000.0,55.78953,37.61397
133690.0,55.6522,37.47304
383203.0,55.63643,37.70577
152657.0,55.69817,37.61983
230189.0,55.68073,37.76451
267821.0,55.60697,37.57709
932836.0,55.74524,37.58172
115594.0,55.93937,37.5288
137662.0,55.74173,37.55058
534351.0,55.74374,37.40166
600000.0,55.72321,37.60395
492338.0,55.64447,37.38327
457781.0,55.72597,37.652
227828.0,55.7546,37.50513
1000000.0,55.74876,37.58951
99500.0,55.84667,37.4361
200124.0,55.77321,37.70141
400000.0,55.77487,37.60161
464515.0,55.8601,37.64912
280395.0,55.76013,37.55187
175258.0,55.87675,37.70949
62950.0,55.72068,37.61937
266010.0,55.79661,37.81785
247847.0,55.68674,37.46684
246289.0,55.68674,37.46684
2016854.0,55.80104,37.53339
179616.0,55.56393,37.58361
240000.0,55.76326,37.51499
185417.0,55.67704,37.65886
361665.0,55.85942,37.55034
347760.0,55.69412,37.75751
100000.0,55.62576,37.59496
420394.0,55.7641,37.60857
157245.0,55.71837,37.58133
479074.0,55.80416,37.75116
619835.0,55.79791,37.52215
784494.0,55.72598,37.57805
402500.0,55.77935,37.70161
420064.0,55.69759,37.63771
347985.0,55.77295,37.57717
96240.0,55.86077,37.69401
465000.0,55.74859,37.55857
760446.0,55.75021,37.78419
360360.0,55.77142,37.62936
223291.0,55.68677,37.85891
136250.0,55.85058,37.68417
461168.0,55.6897,37.63387
574100.0,55.67382,37.61286
434660.0,55.81576,37.74859
1000000.0,55.67398,37.52586
424766.0,55.69759,37.63771
59944.0,55.68966,37.56648
418068.0,55.69759,37.63771
141196.0,55.71403,37.94252
105114.0,55.792,37.80523
137387.0,55.76998,37.48298
462512.0,55.86836,37.46367
547882.0,55.7384,37.62969
162264.0,55.96569,37.15066
220974.0,55.74847,37.71971
170000.0,55.71112,37.88658
633245.0,55.75133,37.52689
375000.0,55.83896,37.51229
1047931.0,55.7722,37.68113
410083.0,55.79171,37.50556
115894.0,55.73345,37.70915
341151.0,55.68324,37.53948
142089.0,55.68478,37.66936
173913.0,55.57302,37.57008
1001727.0,55.73955,37.59742
344577.0,55.74496,37.579
107064.0,55.50482,37.5787
409091.0,55.77109,37.59706
203252.0,55.63081,37.67473
280721.0,55.79375,37.71335
359712.0,55.77284,37.61702
178363.0,55.72151,37.45275
300000.0,55.76874,37.67903
140044.0,55.64483,37.66504
412800.0,55.68906,37.6558
173333.0,55.55016,37.57125
333333.0,55.70579,37.65631
438462.0,55.80846,37.48901
350000.0,55.71276,37.43066
238028.0,55.88183,37.67452
111752.0,55.50452,37.58964
378310.0,55.79843,37.56368
170040.0,55.73082,37.5931
283688.0,55.70845,37.92994
1576227.0,55.74008,37.59334
249104.0,55.66284,37.7294
452609.0,55.75727,37.64973
422300.0,55.81633,37.75772
138550.0,55.84999,37.68324
71111.0,55.84606,37.5839
216138.0,55.88256,37.53998
335121.0,55.78462,37.61537
168243.0,55.63565,37.67501
423528.0,55.69759,37.63771
175584.0,55.74703,37.40895
177305.0,55.80481,37.50924
285714.0,55.76056,37.77271
614035.0,55.74179,37.58254
1785714.0,55.74925,37.59016
401762.0,55.85976,37.55243
373377.0,55.80777,37.76464
199000.0,55.68523,37.92101
181252.0,55.82049,37.70139
313597.0,55.80555,37.48345
613880.0,55.81478,37.4292
729000.0,55.73845,37.58124
296053.0,55.6522,37.47304
411864.0,55.6897,37.63387
382252.0,55.77682,37.69716
123894.0,55.80935,37.45087
263666.0,55.63601,37.74244
84211.0,55.77166,37.64119
98485.0,55.77816,37.72262
298013.0,55.67871,37.63463
70269.0,55.77557,37.54431
1000000.0,55.76576,37.61616
608000.0,55.68674,37.46684
393228.0,55.78462,37.61537
289575.0,55.78413,37.56646
275750.0,55.6641,37.75594
268199.0,55.90773,37.57647
173333.0,55.56713,37.56007
262774.0,55.72632,37.3994
469981.0,55.72529,37.65455
111752.0,55.50452,37.58964
115058.0,55.75815,37.55282
650039.0,55.74755,37.60944
389658.0,55.7351,37.74608
270600.0,55.66711,37.73604
432000.0,55.68906,37.6558
167513.0,55.73688,37.84793
219298.0,55.7715,37.66781
143725.0,55.85058,37.68417
250250.0,55.71404,37.67014
219980.0,55.75549,37.5821
7643.0,55.70509,37.45972
463634.0,55.64322,37.3801
177778.0,55.78322,37.69539
200258.0,55.77038,37.48986
166667.0,55.80621,37.77922
418982.0,55.69759,37.63771
149924.0,55.76279,37.65142
148718.0,55.98528,37.23606
398519.0,55.78847,37.55757
190661.0,55.75831,37.83912
350000.0,55.72686,37.53127
340257.0,55.7322,37.62087
438356.0,55.76452,37.64556
235966.0,55.87238,37.55224
141746.0,55.70316,37.95067
373884.0,55.71553,37.4771
427857.0,55.66679,37.73307
679245.0,55.74917,37.56054
111000.0,55.72276,37.90753
254549.0,55.65613,37.59279
318471.0,55.79227,37.62516
318182.0,55.69561,37.47351
400000.0,55.79847,37.4947
321429.0,55.81089,37.79701
452331.0,55.65404,37.48993
347468.0,55.63647,37.70661
153558.0,55.68966,37.56648
136250.0,55.85058,37.68417
135330.0,55.85058,37.68417
819310.0,55.65941,37.75957
400000.0,55.87485,37.62435
446975.0,55.64322,37.3801
57007.0,55.84376,37.53938
380000.0,55.70883,37.62815
412134.0,55.69994,37.63718
536142.0,55.7829,37.50743
452381.0,55.65089,37.71617
411864.0,55.6897,37.63387
401070.0,55.67629,37.77035
99265.0,55.72122,37.78805
461225.0,55.64537,37.37994
1052925.0,55.68966,37.56648
227273.0,55.76126,37.63772
420000.0,55.78151,37.57047
413344.0,55.64423,37.38878
245628.0,55.71009,37.65888
375940.0,55.79731,37.80324
57917.0,55.81441,37.57121
647948.0,55.69705,37.63539
256000.0,55.72034,37.46322
111000.0,55.72134,37.90314
251076.0,55.58287,37.59188
692709.0,55.76912,37.59173
79740.0,55.64692,37.50678
458381.0,55.85976,37.55243
56726.0,55.81179,37.82583
220000.0,55.7987,37.46333
226600.0,55.88238,37.50486
261224.0,55.67909,37.54732
300000.0,55.7833,37.57293
217391.0,55.74795,37.65665
142463.0,55.70061,37.63363
245000.0,55.6606,37.45359
96240.0,55.86077,37.69401
139125.0,55.85058,37.68417
135330.0,55.85058,37.68417
312000.0,55.78164,37.55971
169838.0,55.84401,37.40273
344203.0,55.79756,37.51257
640351.0,55.69076,37.53251
253968.0,55.71533,37.62173
206667.0,55.84619,37.58115
160870.0,55.74572,37.7715
95238.0,55.73991,37.64313
285378.0,55.78983,37.48066
680851.0,55.74646,37.40735
176393.0,55.70771,37.6719
128788.0,55.68994,37.56578
174721.0,55.72701,37.45881
710742.0,55.68296,37.63762
244156.0,55.73986,37.67464
426300.0,55.7298,37.44267
301541.0,55.78779,37.67717
194384.0,55.63791,37.69395
223200.0,55.64514,37.51697
130000.0,55.7106,37.89171
205036.0,55.94271,37.55156
250000.0,55.85764,37.60686
350200.0,55.85064,37.60019
365000.0,55.78245,37.50982
121638.0,55.67629,37.77035
498664.0,55.73024,37.6983
70026.0,55.80993,37.72789
307167.0,55.74545,37.59638
431761.0,55.69759,37.63771
2127660.0,55.74925,37.59016
375000.0,55.75226,37.77901
638889.0,55.76856,37.61474
309000.0,55.75708,37.70609
68493.0,55.83352,37.34773
211790.0,55.77105,37.67331
250000.0,55.8195,37.51446
377982.0,55.6897,37.63387
1245330.0,55.76383,37.6175
183908.0,55.62857,37.60039
183357.0,55.75946,37.57268
333333.0,55.74735,37.67096
777778.0,55.70126,37.65158
302100.0,55.80555,37.48345
254777.0,55.74056,37.64093
51599.0,55.79698,37.48168
143395.0,55.82427,37.41171
280000.0,55.78304,37.50738
2605634.0,55.78096,37.6339
148718.0,55.98528,37.23606
200000.0,55.72917,37.40726
104791.0,55.73256,37.66374
150018.0,55.85398,37.56935
330000.0,55.8076,37.63542
341500.0,55.8076,37.63542
387039.0,55.8076,37.63542
477371.0,55.78392,37.70978
100000.0,55.83703,37.45288
700000.0,55.74963,37.53743
491610.0,55.8076,37.63542
145945.0,55.70834,37.40526
320088.0,55.76264,37.64419
540541.0,55.79734,37.52228
369900.0,55.78392,37.70978
409268.0,55.65118,37.4831
190135.0,55.62557,37.61229
262664.0,55.78131,37.62892
226490.0,55.82369,37.50095
340000.0,55.66061,37.53816
350000.0,55.66061,37.53816
240000.0,55.66061,37.53816
230000.0,55.79799,37.70466
408654.0,55.79904,37.53259
83000.0,55.79578,37.69845
176504.0,55.76435,37.63386
225000.0,55.85714,37.55886
300000.0,55.66061,37.53816
326723.0,55.77238,37.68315
516143.0,55.75565,37.51297
699702.0,55.75565,37.51297
675000.0,55.75565,37.51297
509074.0,55.747,37.58152
415000.0,55.696,37.6255
876272.0,55.78648,37.67649
113256.0,55.60097,37.60919
292994.0,55.79086,37.81766
281636.0,55.76534,37.63335
205647.0,55.75066,37.71735
348148.0,55.8232,37.50433
389423.0,55.72372,37.4521
58642.0,55.78094,37.68755
350000.0,55.93386,37.36157
374790.0,55.6983,37.50335
365366.0,55.80653,37.546
2051351.0,55.74174,37.41669
105601.0,55.8003,37.71208
266667.0,55.79996,37.50174
181720.0,55.68307,37.73004
133835.0,55.84999,37.68324
898551.0,55.6528,37.47419
316456.0,55.78929,37.657
1736842.0,55.75021,37.78419
1001893.0,55.67603,37.45209
1881818.0,55.74174,37.41669
642421.0,55.67603,37.45209
360417.0,55.78918,37.81606
121359.0,55.78455,37.52876
307487.0,55.71134,37.47516
456918.0,55.6897,37.63387
381335.0,55.81107,37.79621
306799.0,55.83123,37.50147
400000.0,55.77903,37.61589
712888.0,55.8553,37.56297
324000.0,55.77776,37.45799
263480.0,55.90378,37.38814
749773.0,55.77712,37.61597
394093.0,55.69759,37.63771
693798.0,55.77428,37.59442
250000.0,55.75323,37.70697
623583.0,55.69247,37.4839
581400.0,55.66347,37.53837
308000.0,55.77385,37.47341
99103.0,55.82512,37.4329
443352.0,55.7298,37.44267
530071.0,55.69107,37.46759
114183.0,55.79501,37.73176
176056.0,55.73349,37.62273
100000.0,55.62576,37.59496
143725.0,55.85058,37.68417
700000.0,55.7927,37.54445
95000.0,55.60505,37.58737
87500.0,55.78462,37.46278
250000.0,55.85604,37.55892
63182.0,55.87182,37.59296
92179.0,55.81439,37.77242
281553.0,55.77105,37.67331
233830.0,55.68698,37.545
296471.0,55.66008,37.53839
565849.0,55.80846,37.48901
371805.0,55.66711,37.73604
595556.0,55.75921,37.58037
297273.0,55.8074,37.45674
280335.0,55.77277,37.70107
275000.0,55.78246,37.73726
300000.0,55.71582,37.38889
281818.0,55.69153,37.53813
149653.0,55.7989,37.51785
232263.0,55.96645,37.17107
288708.0,55.58737,37.6117
254050.0,55.85831,37.48004
419727.0,55.7461,37.63096
288269.0,55.87371,37.48495
483871.0,55.72996,37.63206
496454.0,55.72275,37.58079
265748.0,55.79661,37.81785
183246.0,55.65767,37.62126
84746.0,55.87535,37.58418
689246.0,55.79854,37.59869
158140.0,55.66828,37.62577
239006.0,55.65429,37.41351
340369.0,55.74453,37.54527
123062.0,55.98212,37.18636
454545.0,55.72325,37.56352
233714.0,55.86251,37.67758
